url,Picture URL,Product Name,Price in India,Type,Total Ratings,Rating,1 Stars,2 Stars,3 Stars,4 Stars,5 Stars,Description,Front camera,Screen size (inches),Rear camera,Wi-Fi,Internal storage,Resolution,Operating system,Processor,RAM,NFC,Expandable storage Tablet,Processor make,Weight (g),Dimensions (mm),Battery capacity (mAh),Expandable storage up to (GB),Bluetooth version,Colours,Pixels per inch (PPI)
https://gadgets.ndtv.com/swipe-slice-1789,https://drop.ndtv.com/TECH/product_database/images/7232014104618AM_635_swipe_slice.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Swipe Slice Tablet (4GB, 7 Inches, WI-FI, Black)","₹ 2,990",Tablet,174,2.891089109,35,8,16,12,29, Front Camera : 0.3-megapixel Rear Camera : 2-megapixel Screen size : 7 Internal Storage : 4GB Resolution : 480x800 pixels Operating system : Android 4.2.2 Processor : 1.3GHz dual-core RAM : 512MB Processor Manufacturer : MediaTek MT8312 Weight :  Dimensions : 189.00 x 108.00 x 10.00 Battery capacity : 3000 PPI : ,0.3-megapixel,7,2-megapixel,Yes,4GB,480x800 pixels,Android 4.2.2,1.3GHz dual-core,512MB,No,microSD,MediaTek MT8312,,189.00 x 108.00 x 10.00,3000,32,4,"Black, White, Yellow, Red, Blue",
https://gadgets.ndtv.com/swipe-slice-1789,https://drop.ndtv.com/TECH/product_database/images/7232014104618AM_635_swipe_slice.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Swipe Slice Tablet (4GB, 7 Inches, WI-FI, White)","₹ 3,389",Tablet,174,2.891089109,35,8,16,12,29, Front Camera : 0.3-megapixel Rear Camera : 2-megapixel Screen size : 7 Internal Storage : 4GB Resolution : 480x800 pixels Operating system : Android 4.2.2 Processor : 1.3GHz dual-core RAM : 512MB Processor Manufacturer : MediaTek MT8312 Weight :  Dimensions : 189.00 x 108.00 x 10.00 Battery capacity : 3000 PPI : ,0.3-megapixel,7,2-megapixel,Yes,4GB,480x800 pixels,Android 4.2.2,1.3GHz dual-core,512MB,No,microSD,MediaTek MT8312,,189.00 x 108.00 x 10.00,3000,32,4,"Black, White, Yellow, Red, Blue",
https://gadgets.ndtv.com/lenovo-tab-2-a8-lte-2449,https://cdn.gadgets360.com/content/assets/products/lenovo-tab-2-a8-lte-2449_960X480_1438858212.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Lenovo Tab 2 A8-50LC Tablet (16GB, 8 Inches, WI-FI, Blue)","₹ 15,000",Tablet,44,3.663366337,16,7,18,9,50, Front Camera : 2-megapixel Rear Camera : 5-megapixel Screen size : 8 Internal Storage : 8GB Resolution : 1280x720 pixels Operating system : Android 5.0 Processor : 1.3GHz quad-core RAM : 1GB Processor Manufacturer : MediaTek MT8735 Weight : 360 Dimensions : 125.00 x 210.00 x 8.90 Battery capacity : 4290 PPI : ,2-megapixel,8,5-megapixel,Yes,8GB,1280x720 pixels,Android 5.0,1.3GHz quad-core,1GB,No,microSD,MediaTek MT8735,360,125.00 x 210.00 x 8.90,4290,32,4,"Pearl White, Ebony, Midnight Blue, Neon Pink",
https://gadgets.ndtv.com/karbonn-st72-2161,https://drop.ndtv.com/TECH/product_database/images/11202014115428AM_635_karbonn_st72.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Karbonn ST-72 Tablet (4GB, 7 Inches, WI-FI, White)","₹ 4,499",Tablet,6,2.970588235,17,17,33,17,17, Front Camera : 3.2-megapixel Rear Camera : 3.2-megapixel Screen size : 7 Internal Storage : 4GB Resolution : 1024x600 pixels Operating system : Android 4.4.2 Processor : 1.3GHz quad-core RAM : 512MB Processor Manufacturer :  Weight : 290 Dimensions : 184.50 x 100.00 x 8.90 Battery capacity : 2800 PPI : ,3.2-megapixel,7,3.2-megapixel,Yes,4GB,1024x600 pixels,Android 4.4.2,1.3GHz quad-core,512MB,No,microSD,,290,184.50 x 100.00 x 8.90,2800,32,4,"Black, White, Grey",
https://gadgets.ndtv.com/iball-slide-3g-9017-d50-2098,https://drop.ndtv.com/TECH/product_database/images/1028201443504PM_635_iball_slide_3g_9017_d50.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Slide 9017-D50 Tablet (8GB, 9 Inches, WI-FI, Black)","₹ 10,000",Tablet,37,3.274509804,24,3,22,22,30, Front Camera : 2-megapixel Rear Camera : 2-megapixel Screen size : 9 Internal Storage : 8GB Resolution : 600x1024 pixels Operating system : Android 4.4 Processor : 1.3GHz dual-core RAM : 1GB Processor Manufacturer :  Weight : 511 Dimensions : 245.00 x 156.00 x 11.00 Battery capacity : 4000 PPI : ,2-megapixel,9,2-megapixel,Yes,8GB,600x1024 pixels,Android 4.4,1.3GHz dual-core,1GB,No,microSD,,511,245.00 x 156.00 x 11.00,4000,32,4,Black,
https://gadgets.ndtv.com/karbonn-ta-fone-a34-1439,https://drop.ndtv.com/TECH/product_database/images/41201412029PM_635_karbonn_ta_fone_a34.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Karbonn TA-FONE-A34 Tablet (2GB, 7 Inches, WI-FI, White)","₹ 4,100",Tablet,4,1.237623762,75,25,0,0,0, Front Camera : 0.3-megapixel Rear Camera : 2-megapixel Screen size : 7 Internal Storage : 4GB Resolution : 800x480 pixels Operating system : Android 4.0 Processor : 1GHz one-core RAM : 1GB Processor Manufacturer : Cortex-A9 Weight : 335 Dimensions : 124.00 x 197.00 x 12.30 Battery capacity : 3000 PPI : 133,0.3-megapixel,7,2-megapixel,Yes,4GB,800x480 pixels,Android 4.0,1GHz one-core,1GB,No,microSD,Cortex-A9,335,124.00 x 197.00 x 12.30,3000,32,,,133
https://gadgets.ndtv.com/iball-slide-3g-9017-d50-2098,https://drop.ndtv.com/TECH/product_database/images/1028201443504PM_635_iball_slide_3g_9017_d50.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Slide 9017-D50 Tablet (8GB, 9 Inches, WI-FI, Blue)","₹ 7,999",Tablet,37,3.274509804,24,3,22,22,30, Front Camera : 2-megapixel Rear Camera : 2-megapixel Screen size : 9 Internal Storage : 8GB Resolution : 600x1024 pixels Operating system : Android 4.4 Processor : 1.3GHz dual-core RAM : 1GB Processor Manufacturer :  Weight : 511 Dimensions : 245.00 x 156.00 x 11.00 Battery capacity : 4000 PPI : ,2-megapixel,9,2-megapixel,Yes,8GB,600x1024 pixels,Android 4.4,1.3GHz dual-core,1GB,No,microSD,,511,245.00 x 156.00 x 11.00,4000,32,4,Black,
https://gadgets.ndtv.com/asus-fonepad-8-fe380cg-1656,https://drop.ndtv.com/TECH/product_database/images/62201435006PM_635_asus_fonepad_8.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Asus Fonepad 8 FE380CG-1A071A Tablet (16GB, 8 Inches, WI-FI, Black)","₹ 14,490",Tablet,179,4.06,8,3,8,32,48, Front Camera : 2-megapixel Rear Camera : 5-megapixel Screen size : 8 Internal Storage : 16GB Resolution : 1280x800 pixels Operating system : Android 4.4 Processor : 1.3GHz quad-core RAM : 2GB Processor Manufacturer : Intel Atom Z3530 Weight : 310 Dimensions : 120.00 x 214.00 x 8.90 Battery capacity : 4000 PPI : ,2-megapixel,8,5-megapixel,Yes,16GB,1280x800 pixels,Android 4.4,1.3GHz quad-core,2GB,No,microSD,Intel Atom Z3530,310,120.00 x 214.00 x 8.90,4000,64,4,,
https://gadgets.ndtv.com/iball-slide-q27-4g-3833,https://drop.ndtv.com/TECH/product_database/images/1018201692405AM_635_iball_slide_q27_4g.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Slide Q27 Tablet (16GB, 10.1 Inches, WI-FI, Charcoal Black)","₹ 11,399",Tablet,107,3.683168317,21,3,9,17,50, Front Camera : 5-megapixel Rear Camera : 5-megapixel Screen size : 10.1 Internal Storage : 16GB Resolution : 800x1280 pixels Operating system : Android 6.0 Processor : 1.3GHz quad-core RAM : 2GB Processor Manufacturer : ARM Cortex A53 Weight :  Dimensions :  Battery capacity : 5500 PPI : 149,5-megapixel,10.1,5-megapixel,No,16GB,800x1280 pixels,Android 6.0,1.3GHz quad-core,2GB,No,microSD,ARM Cortex A53,,,5500,32,4,,149
https://gadgets.ndtv.com/micromax-canvas-tab-p470-2226,https://cdn.gadgets360.com/content/assets/products/micromax-canvas-tab-p470-2226_960X480_1438858106.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Micromax Canvas P470 Tablet (8GB, 7 Inches, WI-FI, Grey)","₹ 7,494",Tablet,74,3.524752475,20,8,7,26,39, Front Camera : 0.3-megapixel Rear Camera : 5-megapixel Screen size : 7 Internal Storage : 8GB Resolution : 1024x600 pixels Operating system : Android 4.4.2 Processor : 1.3GHz dual-core RAM : 1GB Processor Manufacturer : MediaTek MT8312 Weight :  Dimensions :  Battery capacity : 3200 PPI : ,0.3-megapixel,7,5-megapixel,Yes,8GB,1024x600 pixels,Android 4.4.2,1.3GHz dual-core,1GB,No,microSD,MediaTek MT8312,,,3200,32,4,"Classic Silver, Mystic Grey",
https://gadgets.ndtv.com/micromax-canvas-tab-p470-2226,https://cdn.gadgets360.com/content/assets/products/micromax-canvas-tab-p470-2226_960X480_1438858106.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Micromax Canvas P470 Tablet (8GB, 7 Inches, WI-FI, Silver)","₹ 6,985",Tablet,74,3.524752475,20,8,7,26,39, Front Camera : 0.3-megapixel Rear Camera : 5-megapixel Screen size : 7 Internal Storage : 8GB Resolution : 1024x600 pixels Operating system : Android 4.4.2 Processor : 1.3GHz dual-core RAM : 1GB Processor Manufacturer : MediaTek MT8312 Weight :  Dimensions :  Battery capacity : 3200 PPI : ,0.3-megapixel,7,5-megapixel,Yes,8GB,1024x600 pixels,Android 4.4.2,1.3GHz dual-core,1GB,No,microSD,MediaTek MT8312,,,3200,32,4,"Classic Silver, Mystic Grey",
https://gadgets.ndtv.com/iball-slide-q27-4g-3833,https://drop.ndtv.com/TECH/product_database/images/1018201692405AM_635_iball_slide_q27_4g.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Slide Q27 Tablet (16GB, 10 Inches, WI-FI, Blue)","₹ 13,999",Tablet,107,3.683168317,21,3,9,17,50, Front Camera : 5-megapixel Rear Camera : 5-megapixel Screen size : 10.1 Internal Storage : 16GB Resolution : 800x1280 pixels Operating system : Android 6.0 Processor : 1.3GHz quad-core RAM : 2GB Processor Manufacturer : ARM Cortex A53 Weight :  Dimensions :  Battery capacity : 5500 PPI : 149,5-megapixel,10.1,5-megapixel,No,16GB,800x1280 pixels,Android 6.0,1.3GHz quad-core,2GB,No,microSD,ARM Cortex A53,,,5500,32,4,,149
https://gadgets.ndtv.com/iball-slide-q27-4g-3833,https://drop.ndtv.com/TECH/product_database/images/1018201692405AM_635_iball_slide_q27_4g.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Slide Q27 Tablet (16GB, 10 Inches, WI-FI, Black)","₹ 7,599",Tablet,107,3.683168317,21,3,9,17,50, Front Camera : 5-megapixel Rear Camera : 5-megapixel Screen size : 10.1 Internal Storage : 16GB Resolution : 800x1280 pixels Operating system : Android 6.0 Processor : 1.3GHz quad-core RAM : 2GB Processor Manufacturer : ARM Cortex A53 Weight :  Dimensions :  Battery capacity : 5500 PPI : 149,5-megapixel,10.1,5-megapixel,No,16GB,800x1280 pixels,Android 6.0,1.3GHz quad-core,2GB,No,microSD,ARM Cortex A53,,,5500,32,4,,149
https://gadgets.ndtv.com/milagrow-m2pro-3g-call-32gb-1826,https://drop.ndtv.com/TECH/product_database/images/84201465537PM_635_milagrow_m2pro_3g_call_32gb.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,Tablet,2,4.95049505,0,0,0,0,100, Front Camera : 2-megapixel Rear Camera : 8-megapixel Screen size : 7.9 Internal Storage : 32GB Resolution : 768x1024 pixels Operating system : Android 4.2 Processor : 1.6GHz quad-core RAM : 2GB Processor Manufacturer : Rockchip 3188 Weight : 390 Dimensions : 135.00 x 200.00 x 10.00 Battery capacity : 4000 PPI : 160,2-megapixel,7.9,8-megapixel,Yes,32GB,768x1024 pixels,Android 4.2,1.6GHz quad-core,2GB,No,microSD,Rockchip 3188,390,135.00 x 200.00 x 10.00,4000,64,4,Silver,160
https://gadgets.ndtv.com/iball-slide-co-mate-3439,https://drop.ndtv.com/TECH/product_database/images/415201643705PM_635_iball_slide_co_mate.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Silde Co-Mate Tablet (8GB, 8 Inches, WI-FI, Metallic Blue)","₹ 6,999",Tablet,22,3.990196078,5,9,14,23,50, Front Camera : 2-megapixel Rear Camera : 5-megapixel Screen size : 8 Internal Storage : 8GB Resolution : 1280x800 pixels Operating system : Android 5.1 Processor : 1.3GHz quad-core RAM : 1GB Processor Manufacturer :  Weight :  Dimensions :  Battery capacity : 4300 PPI : 188,2-megapixel,8,5-megapixel,Yes,8GB,1280x800 pixels,Android 5.1,1.3GHz quad-core,1GB,No,microSD,,,,4300,32,4,Black,188
https://gadgets.ndtv.com/asus-fonepad-7-fe171cg-2298,https://cdn.gadgets360.com/content/assets/products/asus-fonepad-7-fe171cg-2298_480X960_1426597990.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,Tablet,,0,0,0,0,0,0, Front Camera : 2-megapixel Rear Camera : 8-megapixel Screen size : 7 Internal Storage : 16GB Resolution : 1024x600 pixels Operating system : Android 4.4 Processor : 1.2GHz dual-core RAM : 2GB Processor Manufacturer : Intel Atom Z2520 Weight : 280 Dimensions : 196.00 x 110.60 x 7.90 Battery capacity : 4000 PPI : ,2-megapixel,7,8-megapixel,Yes,16GB,1024x600 pixels,Android 4.4,1.2GHz dual-core,2GB,No,microSD,Intel Atom Z2520,280,196.00 x 110.60 x 7.90,4000,64,4,"Black, White, Red, Gold",
https://gadgets.ndtv.com/zebronics-zebpad-7t500-2530,https://cdn.gadgets360.com/content/assets/products/zebronics-zebpad-7t500-2530_480X960_1438858267.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Zebronics Zebpad 7T500 Tablet (8GB, 7 Inches, WI-FI, Black)","₹ 5,250",Tablet,21,3.098039216,29,10,5,33,24, Front Camera : 2-megapixel Rear Camera : 5-megapixel Screen size : 7 Internal Storage : 8GB Resolution : 600x1024 pixels Operating system : Android 4.4 Processor : 1.2GHz dual-core RAM : 1GB Processor Manufacturer :  Weight : 280 Dimensions : 188.00 x 108.00 x 11.00 Battery capacity : 2800 PPI : ,2-megapixel,7,5-megapixel,Yes,8GB,600x1024 pixels,Android 4.4,1.2GHz dual-core,1GB,No,microSD,,280,188.00 x 108.00 x 11.00,2800,32,,Black,
https://gadgets.ndtv.com/lava-e-tab-ivory-1530,https://drop.ndtv.com/TECH/product_database/images/414201464012PM_635_lava_ivory_e_tab.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,Tablet,,4.95049505,0,0,0,0,100, Front Camera : 0.3-megapixel Rear Camera : 2-megapixel Screen size : 7 Internal Storage : 4GB Resolution : 1024x600 pixels Operating system : Android 4.1 Processor : 1.2GHz dual-core RAM : 1GB Processor Manufacturer : Cortex A9 Weight : 360 Dimensions : 120.50 x 194.00 x 10.80 Battery capacity : 2800 PPI : ,0.3-megapixel,7,2-megapixel,Yes,4GB,1024x600 pixels,Android 4.1,1.2GHz dual-core,1GB,No,microSD,Cortex A9,360,120.50 x 194.00 x 10.80,2800,16,4,Silver,
https://gadgets.ndtv.com/iball-slide-3g-6095-q700-2097,https://drop.ndtv.com/TECH/product_database/images/1028201442822PM_635_iball_slide_3g_6095_q700.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Slide 6095-Q700 Tablet (16GB, 6.95 Inches, WI-FI, Brown)","₹ 5,999",Tablet,204,3.31372549,23,9,12,24,33, Front Camera : 0.3-megapixel Rear Camera : 5-megapixel Screen size : 6.9 Internal Storage : 16GB Resolution : 600x1024 pixels Operating system : Android 4.4 Processor : 1.3GHz quad-core RAM : 1GB Processor Manufacturer :  Weight :  Dimensions :  Battery capacity : 2600 PPI : ,0.3-megapixel,6.9,5-megapixel,Yes,16GB,600x1024 pixels,Android 4.4,1.3GHz quad-core,1GB,No,microSD,,,,2600,32,4,Brown,
https://gadgets.ndtv.com/iball-slide-wings-3658,https://drop.ndtv.com/TECH/product_database/images/725201644248PM_635_iball_slide_wings.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Slide Wings 4GP Tablet (16GB, 8 Inches, WI-FI, Silver)","₹ 8,495",Tablet,428,3.415841584,20,6,15,27,32, Front Camera : 2-megapixel Rear Camera : 5-megapixel Screen size : 8 Internal Storage : 16GB Resolution : 800x1200 pixels Operating system : Android 5.1 Processor : 1.3GHz quad-core RAM : 2GB Processor Manufacturer :  Weight :  Dimensions :  Battery capacity : 4300 PPI : 188,2-megapixel,8,5-megapixel,Yes,16GB,800x1200 pixels,Android 5.1,1.3GHz quad-core,2GB,No,microSD,,,,4300,32,4.1,Dark Grey,188
https://gadgets.ndtv.com/asus-zenpad-c-7-0-z170cg-2673,https://cdn.gadgets360.com/content/assets/products/asus-zenpad-c-7-0-z170cg-2673_960X480_1433166706.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,Tablet,,0,0,0,0,0,0, Front Camera : 0.3-megapixel Rear Camera : 2-megapixel Screen size : 7 Internal Storage : 8GB Resolution : 1024x600 pixels Operating system : Android 5.0 Processor : 1.2GHz quad-core RAM : 1GB Processor Manufacturer : Intel Atom x3-C3230 Weight : 265 Dimensions : 189.00 x 108.00 x 8.40 Battery capacity : 3450 PPI : ,0.3-megapixel,7,2-megapixel,Yes,8GB,1024x600 pixels,Android 5.0,1.2GHz quad-core,1GB,No,microSD,Intel Atom x3-C3230,265,189.00 x 108.00 x 8.40,3450,64,4,"Black, White, Red, Aurora Metallic",
https://gadgets.ndtv.com/honor-play-pad-2-9-6-inch-lte-4178,https://drop.ndtv.com/TECH/product_database/images/523201775152PM_635_honor_play_pad_2_9_6_inch.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,Tablet,,2.97029703,0,0,100,0,0, Front Camera : 2-megapixel Rear Camera : 5-megapixel Screen size : 9.6 Internal Storage : 16GB Resolution : 800x1280 pixels Operating system : Android 7.0 Processor : quad-core RAM : 2GB Processor Manufacturer : Snapdragon 425 Weight : 460 Dimensions : 229.80 x 159.80 x 7.95 Battery capacity : 4800 PPI : ,2-megapixel,9.6,5-megapixel,Yes,16GB,800x1280 pixels,Android 7.0,quad-core,2GB,No,microSD,Snapdragon 425,460,229.80 x 159.80 x 7.95,4800,128,4.2,"Gold, Grey",
https://gadgets.ndtv.com/samsung-galaxy-tab-s2-9-7-lte-2798,https://drop.ndtv.com/TECH/product_database/images/samsung_galaxy_tab_s2_9_7_LTE_ndtv_2798_480X960_1052015124355PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Samsung Galaxy Tab S2 SM-T819YZDEINS Tablet (32GB, 9.7 Inches, WI-FI, Gold)","₹ 27,999",Tablet,225,4.366336634,5,4,5,17,69, Front Camera : 2.1-megapixel Rear Camera : 8-megapixel Screen size : 9.7 Internal Storage : 32GB Resolution : 1536x2048 pixels Operating system : Android 5.0 Processor : 1.3GHz octa-core RAM : 3GB Processor Manufacturer : Samsung Exynos 5433 Weight : 392 Dimensions : 237.30 x 169.00 x 5.60 Battery capacity : 5870 PPI : 264,2.1-megapixel,9.7,8-megapixel,Yes,32GB,1536x2048 pixels,Android 5.0,1.3GHz octa-core,3GB,No,microSD,Samsung Exynos 5433,392,237.30 x 169.00 x 5.60,5870,128,4.1,"Black, White, Gold",264
https://gadgets.ndtv.com/iball-3g-7271-hd70-1468,https://drop.ndtv.com/TECH/product_database/images/47201470414PM_635_iball_slide_3g_7271_hd_70.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Slide 7271-HD70 Tablet (8GB, 7 Inches, WI-FI, Silver)","₹ 5,499",Tablet,310,3.49,17,6,16,28,32, Front Camera : 0.3-megapixel Rear Camera : 2-megapixel Screen size : 7 Internal Storage : 8GB Resolution : 1024x600 pixels Operating system : Android 4.2 Processor : 1.3GHz dual-core RAM : 1GB Processor Manufacturer :  Weight : 289 Dimensions : 134.00 x 212.00 x 70.00 Battery capacity : 3000 PPI : ,0.3-megapixel,7,2-megapixel,Yes,8GB,1024x600 pixels,Android 4.2,1.3GHz dual-core,1GB,No,microSD,,289,134.00 x 212.00 x 70.00,3000,32,,,
https://gadgets.ndtv.com/iball-3g-7271-hd70-1468,https://drop.ndtv.com/TECH/product_database/images/47201470414PM_635_iball_slide_3g_7271_hd_70.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Slide 7271-HD70 Tablet (8GB, 7 Inches, WI-FI, Black & Silver)","₹ 2,200",Tablet,310,3.49,17,6,16,28,32, Front Camera : 0.3-megapixel Rear Camera : 2-megapixel Screen size : 7 Internal Storage : 8GB Resolution : 1024x600 pixels Operating system : Android 4.2 Processor : 1.3GHz dual-core RAM : 1GB Processor Manufacturer :  Weight : 289 Dimensions : 134.00 x 212.00 x 70.00 Battery capacity : 3000 PPI : ,0.3-megapixel,7,2-megapixel,Yes,8GB,1024x600 pixels,Android 4.2,1.3GHz dual-core,1GB,No,microSD,,289,134.00 x 212.00 x 70.00,3000,32,,,
https://gadgets.ndtv.com/micromax-canvas-tab-p480-2597,https://cdn.gadgets360.com/content/assets/products/micromax-canvas-tab-p480-2597_960X480_1438058705.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Micromax Canvas P480 Tablet (8GB, 7 Inches, WI-FI, Grey)","₹ 6,490",Tablet,"1,082",3.277227723,23,7,17,22,31, Front Camera : 2-megapixel Rear Camera : 5-megapixel Screen size : 7 Internal Storage : 8GB Resolution : 1024x600 pixels Operating system : Android 4.4.2 Processor : 1.3GHz quad-core RAM : 1GB Processor Manufacturer : MediaTek MT8382W/M Weight :  Dimensions :  Battery capacity : 3000 PPI : ,2-megapixel,7,5-megapixel,Yes,8GB,1024x600 pixels,Android 4.4.2,1.3GHz quad-core,1GB,No,microSD,MediaTek MT8382W/M,,,3000,32,4,"White, Blue",
https://gadgets.ndtv.com/acer-iconia-talk-s-a1-724-2187,https://cdn.gadgets360.com/content/assets/products/acer-iconia-talk-s-a1-724-2187_480X960_1438858081.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,Tablet,,0,0,0,0,0,0, Front Camera : 2-megapixel Rear Camera : 5-megapixel Screen size : 7 Internal Storage : 16GB Resolution : 1280x800 pixels Operating system : Android 4.4 Processor : 1.2GHz quad-core RAM : 1GB Processor Manufacturer : Qualcomm Snapdragon 410 Weight : 275 Dimensions : 190.00 x 99.80 x 8.50 Battery capacity : 3780 PPI : ,2-megapixel,7,5-megapixel,Yes,16GB,1280x800 pixels,Android 4.4,1.2GHz quad-core,1GB,No,microSD,Qualcomm Snapdragon 410,275,190.00 x 99.80 x 8.50,3780,128,4,Blue,
https://gadgets.ndtv.com/hp-7-voicetab-2027,https://drop.ndtv.com/TECH/product_database/images/104201453547PM_635_hp_7_voicetab.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"HP 7 Tablet (8GB, 7 Inches, WI-FI, White)","₹ 10,999",Tablet,151,3.411764706,22,6,14,23,36, Front Camera : 0.3-megapixel Rear Camera : 5-megapixel Screen size : 6.95 Internal Storage : 8GB Resolution : 1024x600 pixels Operating system : Android 4.4 Processor : 1.3GHz quad-core RAM : 1GB Processor Manufacturer : Mediatek MTK8382 Weight : 305 Dimensions : 102.23 x 192.05 x 10.15 Battery capacity : 3000 PPI : 170,0.3-megapixel,6.95,5-megapixel,Yes,8GB,1024x600 pixels,Android 4.4,1.3GHz quad-core,1GB,No,microSD,Mediatek MTK8382,305,102.23 x 192.05 x 10.15,3000,32,4,black/white,170
https://gadgets.ndtv.com/iball-slide-3g-1026-q18-1870,https://drop.ndtv.com/TECH/product_database/images/820201410456PM_635_iball_slide_3g_1026_q18.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"iBall Slide 1026-Q18 Tablet (8GB, 10.1 Inches, WI-FI, White)","₹ 7,999",Tablet,176,3.43,20,8,11,26,34, Front Camera : 2-megapixel Rear Camera : 5-megapixel Screen size : 10.1 Internal Storage : 8GB Resolution : 600x1024 pixels Operating system : Android 4.4 Processor : 1.3GHz quad-core RAM : 1GB Processor Manufacturer :  Weight :  Dimensions :  Battery capacity : 4600 PPI : ,2-megapixel,10.1,5-megapixel,Yes,8GB,600x1024 pixels,Android 4.4,1.3GHz quad-core,1GB,No,microSD,,,,4600,32,4,White,
https://gadgets.ndtv.com/lava-ivorye-2009,https://drop.ndtv.com/TECH/product_database/images/926201473638PM_635_lava_ivory_e.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,Tablet,32,3.764705882,16,3,16,16,50, Front Camera : 0.3-megapixel Rear Camera : 2-megapixel Screen size : 7 Internal Storage : 4GB Resolution : 600x1024 pixels Operating system : Android 4.2 Processor : 1.3GHz dual-core RAM : 1GB Processor Manufacturer : MediaTek Weight : 300 Dimensions : 189.00 x 110.00 x 8.90 Battery capacity : 2500 PPI : ,0.3-megapixel,7,2-megapixel,Yes,4GB,600x1024 pixels,Android 4.2,1.3GHz dual-core,1GB,No,microSD,MediaTek,300,189.00 x 110.00 x 8.90,2500,32,4,White,
https://gadgets.ndtv.com/swipe-ace-2900,https://drop.ndtv.com/TECH/product_database/images/828201514319PM_635_swipe_ace.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Swipe Ace Tablet (16GB, 6.95 Inches, WI-FI, Black)","₹ 4,880",Tablet,30,3.57,20,3,13,23,40, Front Camera : 2-megapixel Rear Camera : 5-megapixel Screen size : 6.95 Internal Storage : 8GB Resolution : 600x1024 pixels Operating system : Android 4.4 Processor : 1.3GHz quad-core RAM : 1GB Processor Manufacturer :  Weight :  Dimensions : 187.80 x 103.00 x 9.60 Battery capacity : 2800 PPI : ,2-megapixel,6.95,5-megapixel,Yes,8GB,600x1024 pixels,Android 4.4,1.3GHz quad-core,1GB,No,microSD,,,187.80 x 103.00 x 9.60,2800,32,,"Black, White",
https://gadgets.ndtv.com/lenovo-idea-tab-a1000-1471,https://drop.ndtv.com/TECH/product_database/images/48201442543PM_635_lenovo_a_1000.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"Lenovo Idea A1000 Tablet (4GB, 7 inches, 2G, Black)","₹ 9,999",Tablet,470,3.93,10,3,11,31,44, Front Camera : 0.3-megapixel Rear Camera : 5-megapixel Screen size : 7 Internal Storage : 4GB Resolution : 1024x600 pixels Operating system : Android 4.1 Processor : 1.2GHz dual-core RAM : 1GB Processor Manufacturer : MediaTek 8317 Weight : 340 Dimensions : 121.00 x 199.00 x 10.70 Battery capacity : 3500 PPI : 170,0.3-megapixel,7,5-megapixel,Yes,4GB,1024x600 pixels,Android 4.1,1.2GHz dual-core,1GB,No,microSD,MediaTek 8317,340,121.00 x 199.00 x 10.70,3500,32,4,"Black, White",170
